PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	"Kroh, Glenn C.; Mcnew, Keri; Pinder, John E., III"								Conifer colonization of a 350-year old rock fall at Lassen Volcanic National Park in northern California								PLANT ECOLOGY				199	2			281	294		10.1007/s11258-008-9432-z			Dec-08	2008										4							WOS:000260514400013	
J	"Farris, Emmanuele; Filigheddu, Rossella"								Effects of browsing in relation to vegetation cover on common yew (Taxus baccata L.) recruitment in Mediterranean environments								PLANT ECOLOGY				199	2			309	318		10.1007/s11258-008-9434-x			Dec-08	2008										24							WOS:000260514400015	
J	"Weedon, James T.; Facelli, Jose M."								Desert shrubs have negative or neutral effects on annuals at two levels of water availability in arid lands of South Australia								JOURNAL OF ECOLOGY				96	6			1230	1237		10.1111/j.1365-2745.2008.01427.x			Nov-08	2008										20							WOS:000260108500011	
J	"Lortie, Christopher J.; Turkington, Roy"								Species-specific positive effects in an annual plant community								OIKOS				117	10			1511	1521		10.1111/j.2008.0030-1299.16664.x			Oct-08	2008										32							WOS:000259351700009	
J	"Boulant, Nadine; Kunstler, Georges; Rambal, Serge; Lepart, Jacques"								"Seed supply, drought, and grazing determine spatio-temporal patterns of recruitment for native and introduced invasive pines in grasslands"								DIVERSITY AND DISTRIBUTIONS				14	5			862	874		10.1111/j.1472-4642.2008.00494.x			Sep-08	2008										31							WOS:000258376800014	
J	"Holyoak, Marcel; Koch-Munz, Molly"								"The effects of site conditions and mitigation practices on success of establishing the valley elderberry longhorn beetle and its host plant, blue elderberry"								ENVIRONMENTAL MANAGEMENT				42	3			444	457		10.1007/s00267-008-9113-7			Sep-08	2008										3							WOS:000258562100007	
J	"Kyle, G. Page; Kulmatiski, Andrew; Beard, Karen H."								INFLUENCE OF POCKET GOPHER MOUNDS ON NONNATIVE PLANT ESTABLISHMENT IN A SHRUBSTEPPE ECOSYSTEM								WESTERN NORTH AMERICAN NATURALIST				68	3			374	381		10.3398/1527-0904(2008)68[374:IOPGMO]2.0.CO;2			Sep-08	2008										4							WOS:000259937600012	
J	"Shackleton, C. M.; Gambiza, J."								"Social and ecological trade offs in combating land degradation: The case of invasion by a woody shrub (Euryops floribundus) at Macubeni, South Africa"								LAND DEGRADATION & DEVELOPMENT				19	4			454	464		10.1002/ldr.849			JUL-AUG 2008	2008										17							WOS:000258557600008	
J	"Barbier, Nicolas; Couteron, Pierre; Lefever, Rene; Deblauwe, Vincent; Lejeune, Olivier"								Spatial decoupling of facilitation and competition at the origin of gapped vegetation patterns								ECOLOGY				89	6			1521	1531		10.1890/07-0365.1			Jun-08	2008										90							WOS:000256540300006	
J	"Davies, Kirk W.; Sheley, Roger L.; Bates, Jonathan D."								Does fall prescribed burning Artemisia tridentata steppe promote invasion or resistance to invasion after a recovery period?								JOURNAL OF ARID ENVIRONMENTS				72	6			1076	1085		10.1016/j.jaridenv.2007.12.003			Jun-08	2008										27							WOS:000255980400017	
J	"Ens, Emilie-Jane; French, Kristine"								Exotic woody invader limits the recruitment of three indigenous plant species								BIOLOGICAL CONSERVATION				141	2			590	595		10.1016/j.biocon.2007.12.012			Feb-08	2008										23							WOS:000254599900026	
J	"Osem, Yagil; Perevolotsky, Avi; Kigel, Jaime"								Interactive effects of grazing and shrubs on the annual plant community in semi-arid Mediterranean shrublands								JOURNAL OF VEGETATION SCIENCE				18	6			869	+		10.1111/j.1654-1103.2007.tb02603.x			Dec-07	2007										19							WOS:000250089400011	
J	"Zhao, Ha-Lin; Zhou, Rui-Lian; Su, Yong-Zhong; Zhang, Hua; Zhao, Li-Ya; Drake, Sam"								Shrub facilitation of desert land restoration in the Horqin Sand Land of Inner Mongolia								ECOLOGICAL ENGINEERING				31	1			1	8		10.1016/j.ecoleng.2007.04.010			SEP 3 2007	2007										131							WOS:000249086400001	
J	"Rafferty, Christine; Lamont, Byron B."								Selective herbivory by mammals on 19 species planted at two densities								ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY				32	1			1	13		10.1016/j.actao.2006.03.007			JUL-AUG 2007	2007										5							WOS:000247911000001	
J	"Miriti, Maria N."								Twenty years of changes in spatial association and community structure among desert perennials								ECOLOGY				88	5			1177	1190		10.1890/06-1006			May-07	2007										37							WOS:000246369900013	
J	"Malkinson, D.; Kadmon, R."								Vegetation dynamics along a disturbance gradient: Spatial and temporal perspectives								JOURNAL OF ARID ENVIRONMENTS				69	1			127	143		10.1016/j.jaridenv.2006.08.012			Apr-07	2007										6							WOS:000244680900008	
J	"Warnock, A. D.; Westbrooke, M. E.; Florentine, S. K.; Hurst, C. P."								Does Geijera parviflora Lindl (Rutaceae) facilitate understorey species in semi-arid Australia?								RANGELAND JOURNAL				29	2			207	216		10.1071/RJ07032			2007	2007										10							WOS:000250917900009	
J	"Heneghan, Liam; Steffen, James; Fagen, Kristen"								Interactions of an introduced shrub and introduced earthworms in an Illinois urban woodland: Impact on leaf litter decomposition								PEDOBIOLOGIA				50	6			543	551		10.1016/j.pedobi.2006.10.002			2007	2007										32							WOS:000243521200011	
J	"Tecco, PA; Gurvich, DE; Diaz, S; Perez-Harguindeguy, NP; Cabido, M"								Positive interaction between invasive plants: The influence of Pyracantha angustifolia on the recruitment of native and exotic woody species								AUSTRAL ECOLOGY				31	3			293	300		10.1111/j.1442-9993.2006.01557.z			May-06	2006										49							WOS:000236715800001	
J	"Spector, T; Putz, FE"								Biomechanical plasticity facilitates invasion of maritime forests in the southern USA by Brazilian pepper (Schinus terebinthifolius)								BIOLOGICAL INVASIONS				8	2			255	260		10.1007/s10530-004-5571-x			Mar-06	2006										28							WOS:000234309500013	
J	"Benitez-Malvido, J"								Effect of low vegetation on the recruitment of plants in successional habitat types								BIOTROPICA				38	2			171	182		10.1111/j.1744-7429.2006.00137.x			Mar-06	2006										12							WOS:000235210600004	
J	"Boeken, B; Shachak, M"								Linking community and ecosystem processes: The role of minor species								ECOSYSTEMS				9	1			119	127		10.1007/s10021-004-0079-x			Feb-06	2006										23							WOS:000235673500009	
J	"Malkinson, D; Kadmon, R"								The effects of inter-plant interactions and density-dependent disturbances on vegetation pattern formation								LANDSCAPE ECOLOGY				21	2			259	270		10.1007/s10980-005-7006-1			Feb-06	2006										1							WOS:000235866400009	
J	"Holzapfel, Claus; Tielboerger, Katja; Parag, Hadas A.; Kigel, Jaime; Sternberg, Marcelo"								Annual plant-shrub interactions along an aridity gradient								BASIC AND APPLIED ECOLOGY				7	3			268	279		10.1016/j.baae.2005.08.003			2006	2006										154							WOS:000237585300008	
J	"Esteso-Martinez, Jordan; Camarero, J. Julio; Gil-Pelegrin, Eustaquio"								"Competitive effects of herbs on Quercus faginea seedlings inferred from vulnerability curves and spatial-pattern analyses in a Mediterranean stand (Iberian System, northeast Spain)"								ECOSCIENCE				13	3			378	387		10.2980/i1195-6860-13-3-378.1			2006	2006										13							WOS:000240960500011	
J	"Henriquez, JM; Lusk, CH"								Facilitation of Nothofagus antarctica (Fagaceae) seedlings by the prostrate shrub Empetrum rubrum (Empetraceae) on glacial moraines in Patagonia								AUSTRAL ECOLOGY				30	8			885	890					Dec-05	2005										4							WOS:000233411000008	
J	"Manning, P; Putwain, PD; Webb, NR"								Formulating a general statistical model for Betula spp. invasion of lowland heath ecosystems								JOURNAL OF APPLIED ECOLOGY				42	6			1031	1041		10.1111/j.1365-2664.2005.01088.x			Dec-05	2005										13							WOS:000233515200004	
J	"Hooper, E; Legendre, P; Condit, R"								Barriers to forest regeneration of deforested and abandoned land in Panama								JOURNAL OF APPLIED ECOLOGY				42	6			1165	1174		10.1111/j.1365-2664.2005.01106.x			Dec-05	2005										112							WOS:000233515200017	
J	"del Moral, R; Rozzell, LR"								Long-term effects of Lupinus lepidus on vegetation dynamics at Mount St. Helens								PLANT ECOLOGY				181	2			203	215		10.1007/s11258-005-6627-4			Dec-05	2005										30							WOS:000233519900005	
J	"Su, YZ; Zhang, TH; Li, YL; Wang, F"								"Changes in soil properties after establishment of Artemisia halodendron and Caragana microphylla on shifting sand dunes in semiarid Horqin sandy land, Northern China"								ENVIRONMENTAL MANAGEMENT				36	2			272	281		10.1007/s00267-004-4083-x			Aug-05	2005										57							WOS:000231298500009	
J	"Maestre, FT; Valladares, F; Reynolds, JF"								Is the change of plant-plant interactions with abiotic stress predictable? A meta-analysis of field results in arid environments								JOURNAL OF ECOLOGY				93	4			748	757		10.1111/j.1365-2745.2005.01017.x			Aug-05	2005										329							WOS:000230337900011	
J	"Landis, RM; Gurevitch, J; Fox, GA; Fang, W; Taub, DR"								"Variation in recruitment and early demography in Pinus rigida following crown fire in the pine barrens of Long Island, New York"								JOURNAL OF ECOLOGY				93	3			607	617		10.1111/j.1365-2745.2005.00996.x			Jun-05	2005										15							WOS:000229283000014	
J	"Smit, C; Beguin, D; Buttler, A; Muller-Scharer, H"								Safe sites for tree regeneration in wooded pastures: A case of associational resistance?								JOURNAL OF VEGETATION SCIENCE				16	2			209	214		10.1111/j.1654-1103.2005.tb02357.x			Apr-05	2005										51							WOS:000230080600009	
J	"Bellingham, PJ; Peltzer, DA; Walker, LR"								Contrasting impacts of a native and an invasive exotic shrub on flood-plain succession								JOURNAL OF VEGETATION SCIENCE				16	1			135	142					Feb-05	2005										32							WOS:000228391900016	
J	"Dubravac, T; Benko, M; Cavlovic, J"								The structure of uneven-aged stands in non-economic forests of national park Risnjak in croatia								EKOLOGIA-BRATISLAVA				24	4			385	396					2005	2005										2							WOS:000235545100005	
J	"Gillespie, IG; Loik, ME"								Pulse events in Great Basin Desert shrublands: physiological responses of Artemisia tridentata and Purshia tridentata seedlings to increased summer precipitation								JOURNAL OF ARID ENVIRONMENTS				59	1			41	57		10.1016/j.jaridenv.2004.01.007			Oct-04	2004										18							WOS:000222718000004	
J	"Heisler, JL; Briggs, JM; Knapp, AK; Blair, JM; Seery, A"								Direct and indirect effects of fire on shrub density and aboveground productivity in a mesic grassland								ECOLOGY				85	8			2245	2257		10.1890/03-0574			Aug-04	2004										59							WOS:000223824300019	
J	"Wilby, A; Shachak, M"								"Shrubs, granivores and annual plant community stability in an arid ecosystem"								OIKOS				106	2			209	216		10.1111/j.0030-1299.2004.13085.x			Aug-04	2004										25							WOS:000222424600001	
J	"Berry, EJ; Gorchov, DL"								"Reproductive biology of the dioecious understorey palm Chamaedorea radicalis in a Mexican cloud forest: pollination vector, flowering phenology and female fecundity"								JOURNAL OF TROPICAL ECOLOGY				20				369	376		10.1017/S0266467404001397			Jul-04	2004										19							WOS:000222985200002	
J	"Bakker, ES; Olff, H; Vandenberghe, C; De Maeyer, K; Smit, R; Gleichman, JM; Vera, FWM"								Ecological anachronisms in the recruitment of temperate light-demanding tree species in wooded pastures								JOURNAL OF APPLIED ECOLOGY				41	3			571	582		10.1111/j.0021-8901.2004.00908.x			Jun-04	2004										92							WOS:000221507800014	
J	"Petersen, SL; Roundy, BA; Bryant, RM"								"Revegetation methods for high-elevation roadsides at Bryce Canyon National Park, Utah"								RESTORATION ECOLOGY				12	2			248	257		10.1111/j.1061-2971.2004.00321.x			Jun-04	2004										41							WOS:000221872700013	
J	"Bellot, J; Maestre, FT; Chirino, E; Hernandez, N; de Urbina, JO"								Afforestation with Pinus halepensis reduces native shrub performance in a Mediterranean semiarid area								ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY				25	02-Jan			7	15		10.1016/j.actao.2003.10.001			Mar-04	2004										65							WOS:000220436100002	
J	"Bisigato, AJ; Bertiller, MB"								Seedling recruitment of perennial grasses in degraded areas of the Patagonian Monte								JOURNAL OF RANGE MANAGEMENT				57	2			191	196		10.2307/4003918			Mar-04	2004										15							WOS:000220363900009	
J	"Dolezal, J; St'astna, P; Hara, T; Srutek, M"								Neighbourhood interactions and environmental factors influencing old-pasture succession in the Central Pyrenees								JOURNAL OF VEGETATION SCIENCE				15	1			101	108		10.1111/j.1654-1103.2004.tb02242.x			Feb-04	2004										14							WOS:000221005200013	
J	"Martinez, ML; Perez-Maqueo, O; Vasquez, VM"								Facilitative interactions on coastal dunes in response to seasonal weather fluctuations and benefactor size								ECOSCIENCE				11	4			390	398		10.1080/11956860.2004.11682847			2004	2004										6							WOS:000226278100005	
J	"Bresee, MK; Le Moine, J; Mather, S; Brosofske, KD; Chen, JQ; Crow, TR; Rademacher, J"								"Disturbance and landscape dynamics in the Chequamegon National Forest Wisconsin, USA, from 1972 to 2001"								LANDSCAPE ECOLOGY				19	3			291	309		10.1023/B:LAND.0000030419.27883.40			2004	2004						Symposium on Emulationg Natural Landscape Disturbance in Forest Managment	"MAY, 2002"	Ontario Minist Nat Resources; Canadian Soc Landscape Ecol; IUFRO Working Party Landscape Ecol	"Sault Ste Marie, CANADA"	28							WOS:000221878900005	
J	"Robinson, MD"								Growth and abundance of desert annuals in an and woodland in Oman								PLANT ECOLOGY				174	1			137	145					2004	2004										8							WOS:000224385900013	
J	"Singh, G; Bala, N; Rathod, TR; Chouhan, S"								Effect of adult neighbours on regeneration and performance of surface vegetation for control of sand drift in Indian desert								ENVIRONMENTAL CONSERVATION				30	4			353	363		10.1017/S0376892903000377			Dec-03	2003										7							WOS:000188812100006	
J	"Toft, CA; Fraizer, T"								Spatial dispersion and density dependence in a perennial desert shrub (Chrysothamnus nauseosus : Asteraceae)								ECOLOGICAL MONOGRAPHS				73	4			605	624		10.1890/02-4080			Nov-03	2003										22							WOS:000187291000006	
J	"Su, YZ; Zhao, HF"								"Soil properties and plant species in an age sequence of Caragana microphylla plantations in the Horqin Sandy Land, north China"								ECOLOGICAL ENGINEERING				20	3			223	235		10.1016/S0925-8574(03)00042-9			Jul-03	2003										113							WOS:000185841100003	
J	"Harris, MR; Facelli, JM"								"Competition and resource availability in an annual plant community dominated by an invasive species, Carrichtera annua (L. Aschers.), in South Australia"								PLANT ECOLOGY				167	1			19	29		10.1023/A:1023981500007			Jul-03	2003										11							WOS:000183204200003	
J	"Duncan, RS; Chapman, CA"								Tree-shrub interactions during early secondary forest succession in Uganda								RESTORATION ECOLOGY				11	2			198	207		10.1046/j.1526-100X.2003.00153.x			Jun-03	2003										28							WOS:000183078400008	
J	"Housman, DC; Zitzer, SF; Huxman, TE; Smith, SD"								Functional ecology of shrub seedlings after a natural recruitment event at the Nevada Desert FACE Facility								GLOBAL CHANGE BIOLOGY				9	5			718	728		10.1046/j.1365-2486.2003.00618.x			May-03	2003										13							WOS:000182653700006	
J	"Lesica, P"								Effects of wildfire on recruitment of Fraxinus pennsylvanica in Eastern Montana woodlands								AMERICAN MIDLAND NATURALIST				149	2			258	267		10.1674/0003-0031(2003)149[0258:EOWORO]2.0.CO;2			Apr-03	2003										1							WOS:000181700800002	
J	"Verdu, M; Garcia-Fayos, P"								Frugivorous birds mediate sex-biased facilitation in a dioecious nurse plant								JOURNAL OF VEGETATION SCIENCE				14	1			35	42		10.1111/j.1654-1103.2003.tb02125.x			Feb-03	2003										34							WOS:000182915300004	
J	"Phillips, PL; Barnes, PW"								Spatial asymmetry in tree-shrub clusters in a subtropical savanna								AMERICAN MIDLAND NATURALIST				149	1			59	70		10.1674/0003-0031(2003)149[0059:SAITSC]2.0.CO;2			Jan-03	2003										4							WOS:000180235500005	
J	"Berlow, EL; D'Antonio, CM; Reynolds, SA"								Shrub expansion in Montane meadows: The interaction of local-scale disturbance and site aridity								ECOLOGICAL APPLICATIONS				12	4			1103	1118		10.2307/3061039			Aug-02	2002										39							WOS:000177384300012	
J	"Totland, O; Esaete, J"								Effects of willow canopies on plant species performance in a low-alpine community								PLANT ECOLOGY				161	2			157	166		10.1023/A:1020345632498			Aug-02	2002										20							WOS:000178213100002	
J	"Facelli, JM; Temby, AM"								Multiple effects of shrubs on annual plant communities in arid lands of South Australia								AUSTRAL ECOLOGY				27	4			422	432		10.1046/j.1442-9993.2002.01196.x			Jun-02	2002										76							WOS:000176633100008	
J	"Weisberg, PJ; Hobbs, NT; Ellis, JE; Coughenour, MB"								An ecosystem approach to population management of ungulates								JOURNAL OF ENVIRONMENTAL MANAGEMENT				65	2			181	197		10.1006/jema.2002.0543			Jun-02	2002										24							WOS:000177276400006	
J	"Booth, DT"								Seed longevity and seeding strategies affect sagebrush revegetation								JOURNAL OF RANGE MANAGEMENT				55	2			188	193		10.2307/4003355			Mar-02	2002										3							WOS:000174772900012	
J	"Parker, Ingrid M."								"Safe site and seed limitation in Cytisus scoparius (Scotch broom): invasibility, disturbance, and the role of cryptogams in a glacial outwash prairie"								BIOLOGICAL INVASIONS				3	4			323	332		10.1023/A:1015855515361			Dec-01	2001										21							WOS:000209772100001	
J	"Barritt, AR; Facelli, JM"								Effects of Casuarina pauper litter and grove soil on emergence and growth of understorey species in arid lands of South Australia								JOURNAL OF ARID ENVIRONMENTS				49	3			569	579		10.1006/jarc.2001.0808			Nov-01	2001										27							WOS:000172194700011	
J	"Keyes, CR; Acker, SA; Greene, SE"								Overstory and shrub influences on seedling recruitment patterns in an old-growth ponderosa pine stand								NORTHWEST SCIENCE				75	3			204	210					SUM 2001	2001										6							WOS:000170438800002	
J	"Roques, KG; O'Connor, TG; Watkinson, AR"								"Dynamics of shrub encroachment in an African savanna: relative influences of fire, herbivory, rainfall and density dependence"								JOURNAL OF APPLIED ECOLOGY				38	2			268	280		10.1046/j.1365-2664.2001.00567.x			Apr-01	2001										396							WOS:000168691500004	
J	"Loik, ME; Holl, KD"								"Photosynthetic responses of tree seedlings in grass and under shrubs in early-successional tropical old fields, Costa Rica"								OECOLOGIA				127	1			40	50		10.1007/s004420000566			Mar-01	2001										28							WOS:000167629200005	
J	"Niinemets, U"								"Global-scale climatic controls of leaf dry mass per area, density, and thickness in trees and shrubs"								ECOLOGY				82	2			453	469		10.2307/2679872			Feb-01	2001										418							WOS:000167064100013	
J	"Arens, NC; Jahren, AH; Amundson, R"								Can C3 plants faithfully record the carbon isotopic composition of atmospheric carbon dioxide?								PALEOBIOLOGY				26	1			137	164		10.1666/0094-8373(2000)026<0137:CCPFRT>2.0.CO;2			WIN 2000	2000										221							WOS:000086149400009	
J	"Peterson, CJ; Haines, BL"								Early successional patterns and potential facilitation of woody plant colonization by rotting logs in premontane Costa Rican pastures								RESTORATION ECOLOGY				8	4			361	369		10.1046/j.1526-100x.2000.80051.x			Dec-00	2000										15							WOS:000165993400005	
J	"Posada, JM; Aide, TM; Cavelier, J"								Cattle and weedy shrubs as restoration tools of tropical montane rainforest								RESTORATION ECOLOGY				8	4			370	379		10.1046/j.1526-100x.2000.80052.x			Dec-00	2000										52							WOS:000165993400006	
J	"Buist, M; Yates, CJ; Ladd, PG"								Ecological characteristics of Brachychiton populneus (Sterculiaceae) (kurrajong) in relation to the invasion of urban bushland in south-western Australia								AUSTRAL ECOLOGY				25	5			487	496		10.1046/j.1442-9993.2000.01082.x			Oct-00	2000						1st Joint Conference of the Ecological-Society-of-Australia/New-Zealand-Ecological-Society	1998	Ecol Soc Australia; New Zealand Ecol Soc	"DUNEDIN, NEW ZEALAND"	11							WOS:000089914100007	
J	"Brittingham, S; Walker, LR"								Facilitation of Yucca brevifolia recruitment by Mojave Desert shrubs								WESTERN NORTH AMERICAN NATURALIST				60	4			374	383					Oct-00	2000										24							WOS:000165157000003	
J	"Garcia, D; Zamora, R; Hodar, JA; Gomez, JM; Castro, J"								Yew (Taxus baccata L.) regeneration is facilitated by fleshy-fruited shrubs in Mediterranean environments								BIOLOGICAL CONSERVATION				95	1			31	38		10.1016/S0006-3207(00)00016-1			Aug-00	2000										86							WOS:000087400400003	
J	"Tielborger, K; Kadmon, R"								Temporal environmental variation tips the balance between facilitation and interference in desert plants								ECOLOGY				81	6			1544	1553		10.1890/0012-9658(2000)081[1544:TEVTTB]2.0.CO;2			Jun-00	2000										299							WOS:000087446100006	
J	"Rousset, O; Lepart, J"								Shrub facilitation of Quercus humilis regeneration in succession on calcareous grasslands								JOURNAL OF VEGETATION SCIENCE				10	4			493	502		10.2307/3237184			Aug-99	1999										77							WOS:000082992300007	
J	"Maron, JL; Jefferies, RL"								"Bush lupine mortality, altered resource availability, and alternative vegetation states"								ECOLOGY				80	2			443	454					Mar-99	1999										77							WOS:000079036500009	
J	"Bellingham, PJ"								Shrub succession and invasibility in a New Zealand montane grassland								AUSTRALIAN JOURNAL OF ECOLOGY				23	6			562	573		10.1111/j.1442-9993.1998.tb00766.x			Dec-98	1998										21							WOS:000077462900007	
J	"Li, XD; Wilson, SD"								Facilitation among woody plants establishing in an old field								ECOLOGY				79	8			2694	2705		10.2307/176510			Dec-98	1998										77							WOS:000077501000009	
J	"Raffaele, E; Veblen, TT"								"Facilitation by nurse shrubs of resprouting behavior in a post-fire shrubland in northern Patagonia, Argentina"								JOURNAL OF VEGETATION SCIENCE				9	5			693	698		10.2307/3237287			Oct-98	1998										52							WOS:000077680200009	
J	"Crawford, ER; Young, DR"								Comparison of gaps and intact shrub thickets on an Atlantic coast barrier island								AMERICAN MIDLAND NATURALIST				140	1			68	77		10.1674/0003-0031(1998)140[0068:COGAIS]2.0.CO;2			Jul-98	1998										21							WOS:000075014000007	
J	"Belthoff, JR; Powers, LR; Reynolds, TD"								"Breeding birds at the Idaho National Engineering and Environmental Laboratory, 1985-1991"								GREAT BASIN NATURALIST				58	2			167	183					Apr-98	1998										1							WOS:000073557300004	
J	"Young, AG; Brown, AHD"								Comparative analysis of the mating system of the rare woodland shrub Daviesia suaveolens and its common congener D-mimosoides								HEREDITY				80				374	381		10.1038/sj.hdy.6883040			Mar-98	1998										31							WOS:000072783500014	
J	"Weber, GE; Jeltsch, F"								Spatial aspects of grazing in savanna rangelands - a modelling study of vegetation dynamics								ADVANCES IN ECOLOGICAL SCIENCES				1				427	436					1998	1998						1st International Conference on Ecosystems and Sustainable Development	"OCT 14-16, 1997"	Univ Jaume I; Wessex Inst Technol	"PENISCOLA, SPAIN"	1							WOS:000074686300040	
J	"Martens, SN; Breshears, DD; Meyer, CW; Barnes, FJ"								Scales of above-ground and below-ground competition in a semi-arid woodland detected from spatial pattern								JOURNAL OF VEGETATION SCIENCE				8	5			655	664		10.2307/3237370			Nov-97	1997										68							WOS:000071290800007	
J	"Hysell, MT; Grier, CC"								Dam-forming cacti and nitrogen enrichment in a pinon-juniper woodland in northwestern Arizona								GREAT BASIN NATURALIST				56	3			211	224					Jul-96	1996										10							WOS:A1996VC44600004	
J	"Cook, GD; Setterfield, SA; Maddison, JP"								Shrub invasion of a tropical wetland: Implications for weed management								ECOLOGICAL APPLICATIONS				6	2			531	537		10.2307/2269389			May-96	1996										44							WOS:A1996UH48500022	
J	"Casper, BB"								"Demographic consequences of drought in the herbaceous perennial Cryptantha flava: Effects of density, associations with shrubs, and plant size"								OECOLOGIA				106	2			144	152		10.1007/BF00328593			Apr-96	1996										56							WOS:A1996UJ21900002	
J	"Marquez, VJ; Allen, EB"								Ineffectiveness of two annual legumes as nurse plants for establishment of Artemisia californica in coastal sage scrub								RESTORATION ECOLOGY				4	1			42	50		10.1111/j.1526-100X.1996.tb00106.x			Mar-96	1996										7							WOS:A1996UA63500006	
J	"Rochefort, RM; Peterson, DL"								"Temporal and spatial distribution of trees in subalpine meadows of Mount Rainier National Park, Washington, USA"								ARCTIC AND ALPINE RESEARCH				28	1			52	59		10.2307/1552085			Feb-96	1996										74							WOS:A1996TZ75900006	
J	"Hobbs, NT; Baker, DL; Bear, GD; Bowden, DC"								Ungulate grazing in sagebrush grassland: Mechanisms of resource competition								ECOLOGICAL APPLICATIONS				6	1			200	217		10.2307/2269564			Feb-96	1996										71							WOS:A1996TU56700028	
J	"Mull, JF; MacMahon, JA"								Factors determining the spatial variability of seed densities in a shrub-steppe ecosystem: The role of harvester ants								JOURNAL OF ARID ENVIRONMENTS				32	2			181	192		10.1006/jare.1996.0016			Feb-96	1996										49							WOS:A1996UF94000008	
J	"Cohen, AL; Singhakumara, BMP; Ashton, PMS"								Releasing rain forest succession: A case study in the Dicranopteris linearis fernlands of Sri Lanka								RESTORATION ECOLOGY				3	4			261	270		10.1111/j.1526-100X.1995.tb00093.x			Dec-95	1995										52							WOS:A1995TL38900005	
J	"HACKER, SD; BERTNESS, MD"								MORPHOLOGICAL AND PHYSIOLOGICAL CONSEQUENCES OF A POSITIVE PLANT INTERACTION								ECOLOGY				76	7			2165	2175		10.2307/1941690			Oct-95	1995										82							WOS:A1995RX36200016	
J	"PARROTTA, JA"								INFLUENCE OF OVERSTORY COMPOSITION ON UNDERSTORY COLONIZATION BY NATIVE SPECIES IN PLANTATIONS ON A DEGRADED TROPICAL SITE								JOURNAL OF VEGETATION SCIENCE				6	5			627	636		10.2307/3236433			Oct-95	1995										169							WOS:A1995TK02800003	
J	"FRANCOPIZANA, J; FULBRIGHT, TE; GARDINER, DT"								SPATIAL RELATIONS BETWEEN SHRUBS AND PROSOPIS-GLANDULOSA CANOPIES								JOURNAL OF VEGETATION SCIENCE				6	1			73	78		10.2307/3236258			Feb-95	1995										38							WOS:A1995QW12100010	
J	"VIEIRA, ICG; UHL, C; NEPSTAD, D"								"THE ROLE OF THE SHRUB CORDIA-MULTISPICATA CHAM AS A SUCCESSION FACILITATOR IN AN ABANDONED PASTURE, PARAGOMINAS, AMAZONIA"								VEGETATIO				115	2			91	99					Dec-94	1994										131							WOS:A1994QH97000001	
J	"AGUIAR, MR; SALA, OE"								"COMPETITION, FACILITATION, SEED DISTRIBUTION AND THE ORIGIN OF PATCHES IN A PATAGONIAN STEPPE"								OIKOS				70	1			26	34		10.2307/3545695			May-94	1994										143							WOS:A1994NP63300004	
J	"WRIGHT, SJ"								"SEASONAL DROUGHT, SOIL FERTILITY AND THE SPECIES DENSITY OF TROPICAL FOREST PLANT-COMMUNITIES"								TRENDS IN ECOLOGY & EVOLUTION				7	8			260	263		10.1016/0169-5347(92)90171-7			Aug-92	1992										101							WOS:A1992JE96000006	
